cost,runtime
30,0.0480809211730957
330,0.08454275131225586
332,0.048296213150024414
330,0.08441877365112305
330,0.045091867446899414
30,0.04699206352233887
332,0.0460965633392334
330,0.04609847068786621
330,0.0451812744140625
330,0.04714465141296387
32,0.04816579818725586
32,0.08845663070678711
32,0.08696842193603516
32,0.08825016021728516
330,0.04407238960266113
332,0.046248435974121094
32,0.0875542163848877
330,0.04604315757751465
30,0.04609870910644531
32,0.08640456199645996
32,0.04807305335998535
32,0.04931187629699707
32,0.08660125732421875
32,0.08710503578186035
32,0.0875694751739502
332,0.04642486572265625
32,0.048012733459472656
332,0.04625701904296875
332,0.04609322547912598
30,0.04594683647155762
332,0.04509258270263672
330,0.04500746726989746
32,0.04693126678466797
32,0.050102949142456055
332,0.05347490310668945
330,0.09200930595397949
32,0.05095076560974121
330,0.047006845474243164
332,0.0479893684387207
32,0.05003786087036133
332,0.04916024208068848
30,0.04900765419006348
32,0.05410575866699219
330,0.05898547172546387
332,0.05028247833251953
30,0.04698896408081055
330,0.08405208587646484
330,0.04500603675842285
332,0.047002553939819336
332,0.046105384826660156
30,0.04700016975402832
330,0.04510807991027832
330,0.045015573501586914
330,0.046706199645996094
30,0.046993255615234375
330,0.04701685905456543
32,0.08799457550048828
330,0.08831787109375
330,0.09199881553649902
330,0.08908319473266602
32,0.05101180076599121
32,0.04752755165100098
32,0.08809947967529297
32,0.04869723320007324
330,0.08771872520446777
330,0.0479884147644043
32,0.048987627029418945
32,0.054541826248168945
330,0.04599642753601074
332,0.047088623046875
332,0.04801034927368164
32,0.04909038543701172
32,0.09119081497192383
332,0.04800605773925781
332,0.050279855728149414
32,0.05057549476623535
332,0.04818248748779297
330,0.0890040397644043
32,0.0930020809173584
332,0.04826760292053223
330,0.048059701919555664
330,0.048367977142333984
30,0.04829525947570801
332,0.04835319519042969
330,0.08910584449768066
32,0.09261298179626465
32,0.05099844932556152
30,0.051262617111206055
32,0.05246758460998535
32,0.050115346908569336
32,0.04899096488952637
330,0.08999252319335938
32,0.09143638610839844
32,0.052014827728271484
330,0.048009634017944336
332,0.04755139350891113
32,0.05196404457092285
330,0.0899960994720459
330,0.08698296546936035
330,0.04711604118347168
330,0.046002864837646484
32,0.10602092742919922
330,0.08934807777404785
32,0.07927155494689941
32,0.10148739814758301
32,0.051987409591674805
330,0.04699993133544922
30,0.05610060691833496
32,0.050122976303100586
32,0.09299182891845703
32,0.09180140495300293
330,0.09000921249389648
332,0.04798603057861328
332,0.048760175704956055
330,0.04809069633483887
30,0.061048269271850586
32,0.08299803733825684
32,0.06799983978271484
332,0.04991436004638672
32,0.09599924087524414
30,0.04898810386657715
32,0.11602973937988281
330,0.04990339279174805
330,0.056026458740234375
330,0.11502838134765625
32,0.15449237823486328
32,0.14305782318115234
32,0.1252739429473877
32,0.0668792724609375
330,0.08817815780639648
32,0.1782994270324707
30,0.05753350257873535
332,0.06464600563049316
32,0.1120002269744873
332,0.06324124336242676
32,0.061203718185424805
32,0.08499884605407715
32,0.10545063018798828
330,0.15199708938598633
330,0.06966090202331543
330,0.06813430786132812
332,0.05600166320800781
330,0.06799745559692383
330,0.062464237213134766
330,0.06251645088195801
32,0.07899880409240723
32,0.09587240219116211
32,0.04899096488952637
32,0.04896831512451172
330,0.09630894660949707
330,0.05506134033203125
330,0.08909916877746582
330,0.05394268035888672
332,0.05550265312194824
332,0.06455540657043457
332,0.06399893760681152
332,0.055922746658325195
32,0.07010746002197266
330,0.12399935722351074
332,0.04799938201904297
32,0.05099987983703613
32,0.09333944320678711
330,0.08910417556762695
32,0.10973477363586426
32,0.14032316207885742
32,0.06430959701538086
30,0.062407493591308594
332,0.051863908767700195
332,0.07741141319274902
330,0.11300134658813477
30,0.06431269645690918
330,0.14351773262023926
332,0.08308625221252441
330,0.04770183563232422
332,0.04799962043762207
330,0.09433197975158691
32,0.0814065933227539
32,0.10033226013183594
332,0.05030965805053711
332,0.055741071701049805
330,0.04510927200317383
332,0.04799175262451172
30,0.04898667335510254
32,0.05706071853637695
32,0.10108566284179688
332,0.04697990417480469
32,0.09105730056762695
32,0.04899263381958008
32,0.0889897346496582
330,0.04610276222229004
332,0.04650092124938965
330,0.08608555793762207
330,0.0871133804321289
32,0.0942087173461914
332,0.04675626754760742
32,0.04715681076049805
330,0.046990156173706055
32,0.04900693893432617
330,0.0853736400604248
332,0.04701113700866699
332,0.04607677459716797
32,0.04848074913024902
32,0.0869760513305664
332,0.04810047149658203
332,0.047026634216308594
330,0.04601168632507324
32,0.049010276794433594
332,0.047133684158325195
330,0.050009727478027344
32,0.08908748626708984
332,0.046991586685180664
32,0.04907870292663574
330,0.08509039878845215
330,0.04644060134887695
32,0.08698081970214844
32,0.04808163642883301
30,0.04607439041137695
32,0.04901885986328125
32,0.08909296989440918
330,0.08599472045898438
32,0.09099459648132324
332,0.05260610580444336
330,0.045990943908691406
32,0.10383772850036621
332,0.04899311065673828
32,0.05000114440917969
330,0.04907846450805664
330,0.08709287643432617
330,0.08839249610900879
32,0.04808521270751953
332,0.051041603088378906
32,0.08843350410461426
32,0.08768057823181152
330,0.08656787872314453
330,0.04478168487548828
32,0.047997236251831055
32,0.08925986289978027
32,0.04805612564086914
330,0.045694589614868164
330,0.04773354530334473
332,0.046796321868896484
330,0.04600787162780762
32,0.04894399642944336
32,0.08915376663208008
30,0.047603607177734375
30,0.04570794105529785
30,0.0480959415435791
32,0.048978567123413086
32,0.04894399642944336
30,0.0459902286529541
332,0.049453020095825195
332,0.04747343063354492
32,0.08706235885620117
332,0.04699873924255371
32,0.05108952522277832
32,0.0889885425567627
30,0.04765725135803223
30,0.05834460258483887
32,0.08806133270263672
330,0.08505368232727051
330,0.046000003814697266
32,0.08701038360595703
30,0.04608869552612305
330,0.08653140068054199
330,0.046090126037597656
32,0.08698868751525879
32,0.048074960708618164
330,0.044997453689575195
330,0.04409170150756836
32,0.09001374244689941
32,0.0899820327758789
32,0.048119544982910156
32,0.04909491539001465
332,0.04700160026550293
32,0.0480954647064209
330,0.04507732391357422
32,0.048043251037597656
332,0.04535031318664551
332,0.04799509048461914
332,0.04699873924255371
332,0.04699826240539551
30,0.04601001739501953
32,0.05178260803222656
32,0.04939150810241699
30,0.04900193214416504
330,0.0450899600982666
332,0.04687237739562988
