cost,runtime
354,0.26926493644714355
962,0.3086111545562744
964,0.3134000301361084
660,0.31402134895324707
658,0.33356547355651855
656,0.2752654552459717
661,0.27160167694091797
354,0.33139705657958984
658,0.5028715133666992
660,0.4694249629974365
656,0.41712284088134766
965,0.4427013397216797
656,0.33565783500671387
658,0.5437760353088379
660,0.4223752021789551
358,0.3359372615814209
658,0.40860652923583984
659,0.4714674949645996
960,0.29320716857910156
660,0.330657958984375
658,0.43044257164001465
658,0.2958054542541504
960,0.2699391841888428
354,0.2967524528503418
660,0.27811360359191895
964,0.3161044120788574
358,0.32176637649536133
662,0.3157768249511719
658,0.27382445335388184
658,0.2865867614746094
356,0.2296767234802246
656,0.3383634090423584
660,0.3000974655151367
658,0.38997721672058105
656,0.4118504524230957
357,0.2899296283721924
658,0.3125874996185303
662,0.3715827465057373
659,0.3963327407836914
658,0.30631375312805176
962,0.35314059257507324
660,0.30475282669067383
54,0.3622751235961914
658,0.3882262706756592
662,0.3390939235687256
962,0.2965219020843506
963,0.31911158561706543
960,0.2945272922515869
962,0.3195533752441406
963,0.26866960525512695
356,0.2952108383178711
656,0.308758020401001
658,0.29395055770874023
659,0.251049280166626
658,0.28076982498168945
658,0.28436803817749023
962,0.2289135456085205
659,0.32828760147094727
656,0.2949066162109375
658,0.3075063228607178
656,0.27045702934265137
660,0.2902085781097412
658,0.2810678482055664
960,0.2244110107421875
660,0.30286073684692383
960,0.30209779739379883
961,0.30423450469970703
658,0.2580239772796631
358,0.2252352237701416
964,0.3433856964111328
660,0.2769629955291748
658,0.3022141456604004
660,0.2683734893798828
658,0.3124833106994629
960,0.3468146324157715
658,0.3001697063446045
656,0.28122949600219727
356,0.2693333625793457
658,0.29503345489501953
56,0.23995494842529297
660,0.2817058563232422
1562,0.2662835121154785
662,0.30181217193603516
964,0.27774596214294434
658,0.27783679962158203
658,0.3964564800262451
358,0.283797025680542
964,0.34879565238952637
54,0.2726612091064453
660,0.2996218204498291
1265,0.3291769027709961
960,0.26821422576904297
1264,0.26815128326416016
658,0.28101205825805664
658,0.3311939239501953
659,0.24358153343200684
960,0.3494119644165039
662,0.2509746551513672
659,0.2729322910308838
662,0.28776097297668457
662,0.2685999870300293
658,0.3101351261138916
960,0.265413761138916
659,0.33330535888671875
658,0.29131007194519043
658,0.2916443347930908
356,0.2993745803833008
660,0.2927839756011963
962,0.2715451717376709
660,0.3041262626647949
658,0.2724599838256836
356,0.2829716205596924
658,0.30538034439086914
963,0.29246950149536133
964,0.3061714172363281
1264,0.26491641998291016
962,0.2737758159637451
658,0.291567325592041
656,0.26024794578552246
660,0.3173234462738037
962,0.3506021499633789
356,0.24499058723449707
656,0.3037228584289551
658,0.3168909549713135
658,0.28518128395080566
660,0.2865915298461914
960,0.29541563987731934
662,0.360609769821167
1259,0.21706700325012207
356,0.28026914596557617
659,0.3041567802429199
658,0.2721269130706787
658,0.3234076499938965
357,0.2948026657104492
658,0.2936513423919678
659,0.29506659507751465
658,0.35883545875549316
658,0.3037292957305908
659,0.2894604206085205
658,0.30876851081848145
658,0.28852009773254395
54,0.255465030670166
662,0.2969973087310791
658,0.2732210159301758
658,0.3179459571838379
660,0.34685444831848145
960,0.2591841220855713
356,0.23794889450073242
964,0.3445620536804199
658,0.26753926277160645
658,0.3050980567932129
962,0.39603567123413086
660,0.29891514778137207
658,0.2997152805328369
960,0.2845308780670166
960,0.2702615261077881
656,0.3744657039642334
56,0.2964918613433838
658,0.2753174304962158
659,0.2715144157409668
960,0.2803993225097656
662,0.2996358871459961
660,0.29022955894470215
658,0.2871429920196533
656,0.2904977798461914
658,0.27414369583129883
656,0.2760779857635498
658,0.23986554145812988
656,0.27315521240234375
656,0.27818822860717773
660,0.2742886543273926
658,0.3625659942626953
656,0.24866962432861328
660,0.30498290061950684
659,0.332141637802124
960,0.2792048454284668
658,0.303133487701416
658,0.2851858139038086
962,0.33599233627319336
