cost,runtime
1861,0.014059782028198242
1262,0.011998653411865234
662,0.01502227783203125
1260,0.013406515121459961
660,0.012286186218261719
2464,0.020001649856567383
358,0.014087200164794922
1262,0.016118288040161133
1262,0.01600170135498047
1258,0.015014410018920898
964,0.017090320587158203
1564,0.01614069938659668
962,0.019964218139648438
1562,0.01299738883972168
362,0.018126726150512695
1864,0.01709294319152832
1562,0.017040729522705078
666,0.01678943634033203
962,0.01900172233581543
358,0.010998964309692383
358,0.009987115859985352
1266,0.013987302780151367
658,0.014108657836914062
658,0.011089563369750977
1264,0.019110679626464844
660,0.020036935806274414
662,0.012988567352294922
1562,0.01600813865661621
958,0.009999990463256836
660,0.010998725891113281
660,0.018011808395385742
960,0.00998067855834961
1862,0.015182733535766602
961,0.014984846115112305
660,0.013077020645141602
960,0.013026952743530273
1269,0.017393112182617188
960,0.01428985595703125
363,0.01954340934753418
1862,0.018157243728637695
54,0.018997669219970703
962,0.01495671272277832
658,0.009995222091674805
1564,0.01746511459350586
966,0.031008005142211914
960,0.015114545822143555
958,0.007998466491699219
960,0.015198469161987305
658,0.010478973388671875
660,0.018324851989746094
1563,0.015592098236083984
2164,0.019145727157592773
360,0.01709604263305664
960,0.015012741088867188
1570,0.022263288497924805
363,0.015009880065917969
1264,0.016126155853271484
360,0.011997222900390625
1858,0.0150909423828125
1564,0.019009828567504883
2160,0.014124393463134766
964,0.01710367202758789
964,0.01936483383178711
360,0.013011455535888672
2161,0.013067007064819336
962,0.013094186782836914
960,0.012998580932617188
1266,0.020839214324951172
960,0.011990070343017578
962,0.014008283615112305
958,0.016030311584472656
360,0.014007329940795898
964,0.015070915222167969
662,0.012317180633544922
960,0.008999347686767578
962,0.016515016555786133
1566,0.014057397842407227
660,0.010951757431030273
1562,0.016007184982299805
1260,0.011019229888916016
1262,0.015125751495361328
960,0.013099431991577148
960,0.013542890548706055
1262,0.015094995498657227
960,0.010776042938232422
660,0.015653133392333984
1862,0.011612415313720703
1560,0.015002250671386719
360,0.013089895248413086
960,0.012154817581176758
661,0.010921478271484375
660,0.01794290542602539
962,0.01099085807800293
960,0.014100074768066406
1558,0.011615753173828125
658,0.010091781616210938
1261,0.015020370483398438
662,0.019014596939086914
962,0.01311945915222168
1262,0.015949726104736328
1262,0.016023635864257812
1260,0.011033296585083008
1560,0.014246463775634766
1264,0.020082473754882812
58,0.0210418701171875
960,0.01110696792602539
960,0.011986494064331055
1262,0.011012077331542969
958,0.015312910079956055
660,0.013658285140991211
660,0.009874343872070312
958,0.013097524642944336
960,0.011986732482910156
960,0.014003276824951172
960,0.019451379776000977
966,0.014039278030395508
1862,0.012546062469482422
1562,0.01608109474182129
960,0.015024662017822266
358,0.015007972717285156
1264,0.015086174011230469
1860,0.011156082153320312
58,0.012293100357055664
360,0.01647019386291504
662,0.024908781051635742
1562,0.01625847816467285
1264,0.02022242546081543
660,0.011083126068115234
1260,0.010994672775268555
1264,0.019078969955444336
1264,0.013138771057128906
358,0.011004209518432617
1262,0.017972707748413086
660,0.014002084732055664
964,0.01748824119567871
960,0.014008283615112305
1561,0.011079072952270508
1562,0.014223575592041016
358,0.011069059371948242
962,0.009598493576049805
1260,0.010035276412963867
662,0.016081809997558594
360,0.0120849609375
964,0.01211404800415039
958,0.009098052978515625
960,0.012978315353393555
1860,0.013090372085571289
964,0.013994455337524414
658,0.014005661010742188
662,0.011995077133178711
660,0.012596845626831055
360,0.014594554901123047
360,0.011109113693237305
960,0.012079954147338867
1860,0.016562938690185547
962,0.014001607894897461
1260,0.014112710952758789
960,0.014904975891113281
660,0.012817144393920898
960,0.015008926391601562
960,0.011312484741210938
660,0.010024070739746094
660,0.014003753662109375
1262,0.015088081359863281
1262,0.014992475509643555
960,0.014968395233154297
1564,0.014006614685058594
1862,0.013090848922729492
1560,0.015077352523803711
962,0.016028404235839844
1260,0.013180255889892578
1564,0.017401695251464844
660,0.012087345123291016
960,0.012344121932983398
660,0.011012792587280273
1266,0.013005256652832031
1866,0.017658710479736328
960,0.009913206100463867
660,0.012038707733154297
360,0.012089729309082031
1260,0.013074159622192383
1864,0.013849735260009766
1868,0.02252674102783203
1260,0.019683837890625
1260,0.012048482894897461
962,0.012998580932617188
960,0.011026144027709961
1262,0.013113021850585938
1260,0.014998197555541992
662,0.012089252471923828
1262,0.016087055206298828
1260,0.011079549789428711
960,0.012101173400878906
964,0.016298294067382812
962,0.010782957077026367
660,0.010925531387329102
660,0.02541494369506836
1566,0.014090299606323242
660,0.01306915283203125
1564,0.016762971878051758
1262,0.013986587524414062
1562,0.013981103897094727
1260,0.013074636459350586
1566,0.018004417419433594
960,0.016268014907836914
660,0.012098550796508789
1866,0.014080286026000977
962,0.016022443771362305
1262,0.01700901985168457
1266,0.014993906021118164
358,0.011089563369750977
358,0.012012481689453125
661,0.01021718978881836
665,0.017233610153198242
960,0.01143026351928711
360,0.012107133865356445
960,0.01600170135498047
960,0.01816248893737793
662,0.01799941062927246
658,0.016011476516723633
1262,0.01608729362487793
660,0.015001296997070312
660,0.009907960891723633
360,0.014013528823852539
662,0.010781049728393555
962,0.014090538024902344
1258,0.010092496871948242
