cost,runtime
375,0.3110060691833496
676,0.26445817947387695
678,0.259829044342041
677,0.30901646614074707
1276,0.31464338302612305
1280,0.2759859561920166
982,0.2770256996154785
1580,0.3051934242248535
1883,0.36298370361328125
676,0.30623912811279297
677,0.26908445358276367
1276,0.25999951362609863
76,0.3300282955169678
374,0.26899123191833496
976,0.2633247375488281
980,0.2819523811340332
1276,0.22554850578308105
1280,0.3532571792602539
676,0.26927709579467773
974,0.3006925582885742
684,0.31857848167419434
982,0.3270456790924072
1278,0.3079969882965088
978,0.30911707878112793
1272,0.2591404914855957
676,0.2785937786102295
1880,0.35264086723327637
678,0.2673516273498535
672,0.2650759220123291
1280,0.2658538818359375
678,0.31299781799316406
374,0.3153653144836426
984,0.3101062774658203
1278,0.3069472312927246
1281,0.27604007720947266
974,0.23700928688049316
1280,0.3149392604827881
1579,0.30333685874938965
1276,0.29661083221435547
976,0.34910011291503906
684,0.3177762031555176
676,0.22408270835876465
676,0.26708507537841797
1278,0.3583970069885254
981,0.33428025245666504
1584,0.31209468841552734
1280,0.31795501708984375
680,0.2700068950653076
376,0.3485591411590576
678,0.2709965705871582
1872,0.2950272560119629
77,0.2693917751312256
1580,0.27507543563842773
678,0.22705984115600586
1877,0.346010684967041
982,0.276228666305542
1884,0.27654528617858887
978,0.23512554168701172
1876,0.3034324645996094
982,0.3579986095428467
678,0.3509995937347412
679,0.3149893283843994
676,0.22199034690856934
1279,0.2653679847717285
74,0.309307336807251
674,0.3462979793548584
1584,0.2864387035369873
1578,0.3140907287597656
978,0.2230830192565918
1583,0.35599541664123535
1284,0.27321600914001465
1276,0.31731629371643066
1285,0.3532590866088867
374,0.31149816513061523
978,0.3090784549713135
1286,0.2312304973602295
1284,0.3134031295776367
982,0.31798553466796875
679,0.3162989616394043
1580,0.2792189121246338
676,0.2350010871887207
1286,0.31809020042419434
1585,0.3652615547180176
674,0.30586671829223633
676,0.3125004768371582
678,0.2666454315185547
677,0.26908016204833984
676,0.23299932479858398
976,0.27100110054016113
978,0.2750821113586426
1278,0.3060436248779297
680,0.27994298934936523
1577,0.3209083080291748
378,0.26191210746765137
678,0.2768747806549072
680,0.27824878692626953
378,0.27013540267944336
374,0.25771450996398926
376,0.27802062034606934
677,0.306232213973999
378,0.27154016494750977
2176,0.3430027961730957
680,0.28009915351867676
976,0.2764148712158203
676,0.30499887466430664
678,0.31574583053588867
681,0.2235426902770996
980,0.3136420249938965
678,0.30800700187683105
977,0.30034971237182617
682,0.31499791145324707
672,0.29726624488830566
376,0.31416749954223633
382,0.29300808906555176
974,0.28135132789611816
676,0.36498069763183594
684,0.28010082244873047
1284,0.3259103298187256
374,0.3476836681365967
1576,0.26810288429260254
1280,0.3060150146484375
979,0.3190124034881592
676,0.2762162685394287
978,0.2663695812225342
1278,0.2782318592071533
1582,0.285067081451416
682,0.3101773262023926
980,0.31099653244018555
980,0.31258416175842285
1274,0.316802978515625
374,0.2605278491973877
972,0.25754404067993164
979,0.27235913276672363
1276,0.3074018955230713
1574,0.26459217071533203
682,0.32023072242736816
977,0.31241822242736816
1877,0.3025674819946289
976,0.27008795738220215
1574,0.3002605438232422
1276,0.3469870090484619
982,0.26827025413513184
678,0.23908734321594238
676,0.3660902976989746
1282,0.3580057621002197
376,0.26727890968322754
674,0.3112602233886719
1276,0.31372570991516113
1882,0.2810964584350586
74,0.29126501083374023
678,0.27499914169311523
980,0.3143317699432373
1276,0.3290114402770996
2184,0.34899187088012695
972,0.30230116844177246
672,0.3448972702026367
